iso3,year,louvain_community,leiden_community,gn_community,dominant_region,community_label
SLV,1995,1,2,2,Latin America & Eastern Asia,Cluster 1: Latin America & Eastern Asia
SRB,1995,7,3,2,Pan-Europe,Cluster 7: Pan-Europe
SVK,1995,1,3,2,Latin America & Eastern Asia,Cluster 1: Latin America & Eastern Asia
SVN,1995,7,3,40,Pan-Europe,Cluster 7: Pan-Europe
TWN,1995,1,2,2,Latin America & Eastern Asia,Cluster 1: Latin America & Eastern Asia
UKR,1995,2,6,2,Central Asia & Western Asia,Cluster 2: Central Asia & Western Asia
AZE,1995,2,6,2,Central Asia & Western Asia,Cluster 2: Central Asia & Western Asia
GEO,1995,2,6,2,Central Asia & Western Asia,Cluster 2: Central Asia & Western Asia
KAZ,1995,2,6,2,Central Asia & Western Asia,Cluster 2: Central Asia & Western Asia
TKM,1995,2,6,2,Central Asia & Western Asia,Cluster 2: Central Asia & Western Asia
ASM,1995,3,1,41,Western Asia & Polynesia,Cluster 3: Western Asia & Polynesia
FJI,1995,3,1,42,Western Asia & Polynesia,Cluster 3: Western Asia & Polynesia
TKL,1995,3,1,43,Western Asia & Polynesia,Cluster 3: Western Asia & Polynesia
TON,1995,3,1,44,Western Asia & Polynesia,Cluster 3: Western Asia & Polynesia
VNM,1995,1,2,2,Latin America & Eastern Asia,Cluster 1: Latin America & Eastern Asia
WSM,1995,3,1,45,Western Asia & Polynesia,Cluster 3: Western Asia & Polynesia
ATG,1995,1,2,46,Latin America & Eastern Asia,Cluster 1: Latin America & Eastern Asia
BHS,1995,6,0,47,Latin America & Caribbean,Cluster 6: Latin America & Caribbean
BLZ,1995,1,2,48,Latin America & Eastern Asia,Cluster 1: Latin America & Eastern Asia
BMU,1995,1,2,49,Latin America & Eastern Asia,Cluster 1: Latin America & Eastern Asia
BRB,1995,1,2,50,Latin America & Eastern Asia,Cluster 1: Latin America & Eastern Asia
GHA,1995,4,5,14,Sub-Saharan Africa,Cluster 4: Sub-Saharan Africa
GLP,1995,6,0,51,Latin America & Caribbean,Cluster 6: Latin America & Caribbean
GUF,1995,6,0,52,Latin America & Caribbean,Cluster 6: Latin America & Caribbean
LCA,1995,1,2,53,Latin America & Eastern Asia,Cluster 1: Latin America & Eastern Asia
MTQ,1995,6,0,54,Latin America & Caribbean,Cluster 6: Latin America & Caribbean
TCA,1995,6,0,55,Latin America & Caribbean,Cluster 6: Latin America & Caribbean
TTO,1995,1,2,2,Latin America & Eastern Asia,Cluster 1: Latin America & Eastern Asia
VGB,1995,6,2,56,Latin America & Caribbean,Cluster 6: Latin America & Caribbean
BDI,1995,5,4,15,Sub-Saharan Africa,Cluster 5: Sub-Saharan Africa
BEN,1995,4,5,14,Sub-Saharan Africa,Cluster 4: Sub-Saharan Africa
BFA,1995,4,5,14,Sub-Saharan Africa,Cluster 4: Sub-Saharan Africa
BIH,1995,7,3,2,Pan-Europe,Cluster 7: Pan-Europe
BLR,1995,2,6,2,Central Asia & Western Asia,Cluster 2: Central Asia & Western Asia
BRN,1995,3,1,57,Western Asia & Polynesia,Cluster 3: Western Asia & Polynesia
BTN,1995,0,7,2,South & Western Asia,Cluster 0: South & Western Asia
BWA,1995,5,4,58,Sub-Saharan Africa,Cluster 5: Sub-Saharan Africa
CAF,1995,5,4,59,Sub-Saharan Africa,Cluster 5: Sub-Saharan Africa
CMR,1995,4,5,60,Sub-Saharan Africa,Cluster 4: Sub-Saharan Africa
COK,1995,3,1,61,Western Asia & Polynesia,Cluster 3: Western Asia & Polynesia
CYM,1995,1,2,62,Latin America & Eastern Asia,Cluster 1: Latin America & Eastern Asia
DJI,1995,5,4,2,Sub-Saharan Africa,Cluster 5: Sub-Saharan Africa
FIN,1995,7,3,29,Pan-Europe,Cluster 7: Pan-Europe
FLK,1995,6,0,63,Latin America & Caribbean,Cluster 6: Latin America & Caribbean
GAB,1995,4,5,64,Sub-Saharan Africa,Cluster 4: Sub-Saharan Africa
GIB,1995,6,0,65,Latin America & Caribbean,Cluster 6: Latin America & Caribbean
GMB,1995,4,5,66,Sub-Saharan Africa,Cluster 4: Sub-Saharan Africa
GUM,1995,3,1,67,Western Asia & Polynesia,Cluster 3: Western Asia & Polynesia
HKG,1995,3,1,2,Western Asia & Polynesia,Cluster 3: Western Asia & Polynesia
IMN,1995,1,2,68,Latin America & Eastern Asia,Cluster 1: Latin America & Eastern Asia
IRQ,1995,0,7,2,South & Western Asia,Cluster 0: South & Western Asia
ISL,1995,7,3,69,Pan-Europe,Cluster 7: Pan-Europe
KEN,1995,5,4,2,Sub-Saharan Africa,Cluster 5: Sub-Saharan Africa
KGZ,1995,2,6,2,Central Asia & Western Asia,Cluster 2: Central Asia & Western Asia
KHM,1995,1,2,2,Latin America & Eastern Asia,Cluster 1: Latin America & Eastern Asia
KIR,1995,3,1,70,Western Asia & Polynesia,Cluster 3: Western Asia & Polynesia
LBR,1995,4,5,14,Sub-Saharan Africa,Cluster 4: Sub-Saharan Africa
LBY,1995,3,1,2,Western Asia & Polynesia,Cluster 3: Western Asia & Polynesia
LSO,1995,5,4,71,Sub-Saharan Africa,Cluster 5: Sub-Saharan Africa
LUX,1995,6,0,72,Latin America & Caribbean,Cluster 6: Latin America & Caribbean
LVA,1995,2,6,2,Central Asia & Western Asia,Cluster 2: Central Asia & Western Asia
MAC,1995,3,1,73,Western Asia & Polynesia,Cluster 3: Western Asia & Polynesia
MCO,1995,6,0,74,Latin America & Caribbean,Cluster 6: Latin America & Caribbean
MDA,1995,2,6,2,Central Asia & Western Asia,Cluster 2: Central Asia & Western Asia
MDG,1995,6,0,2,Latin America & Caribbean,Cluster 6: Latin America & Caribbean
MDV,1995,0,7,75,South & Western Asia,Cluster 0: South & Western Asia
MLT,1995,3,1,76,Western Asia & Polynesia,Cluster 3: Western Asia & Polynesia
MMR,1995,0,7,2,South & Western Asia,Cluster 0: South & Western Asia
MNG,1995,2,6,77,Central Asia & Western Asia,Cluster 2: Central Asia & Western Asia
MUS,1995,6,0,78,Latin America & Caribbean,Cluster 6: Latin America & Caribbean
MWI,1995,5,4,79,Sub-Saharan Africa,Cluster 5: Sub-Saharan Africa
MYS,1995,3,1,2,Western Asia & Polynesia,Cluster 3: Western Asia & Polynesia
NCL,1995,6,0,80,Latin America & Caribbean,Cluster 6: Latin America & Caribbean
NIU,1995,3,1,81,Western Asia & Polynesia,Cluster 3: Western Asia & Polynesia
NRU,1995,3,1,82,Western Asia & Polynesia,Cluster 3: Western Asia & Polynesia
OMN,1995,0,7,2,South & Western Asia,Cluster 0: South & Western Asia
PNG,1995,3,1,83,Western Asia & Polynesia,Cluster 3: Western Asia & Polynesia
PYF,1995,6,0,84,Latin America & Caribbean,Cluster 6: Latin America & Caribbean
REU,1995,6,0,85,Latin America & Caribbean,Cluster 6: Latin America & Caribbean
SGP,1995,3,1,86,Western Asia & Polynesia,Cluster 3: Western Asia & Polynesia
SLB,1995,3,1,87,Western Asia & Polynesia,Cluster 3: Western Asia & Polynesia
SLE,1995,4,5,14,Sub-Saharan Africa,Cluster 4: Sub-Saharan Africa
SWZ,1995,5,4,88,Sub-Saharan Africa,Cluster 5: Sub-Saharan Africa
SYC,1995,5,4,89,Sub-Saharan Africa,Cluster 5: Sub-Saharan Africa
TGO,1995,4,5,14,Sub-Saharan Africa,Cluster 4: Sub-Saharan Africa
TUV,1995,3,1,90,Western Asia & Polynesia,Cluster 3: Western Asia & Polynesia
TZA,1995,5,4,91,Sub-Saharan Africa,Cluster 5: Sub-Saharan Africa
UGA,1995,5,4,2,Sub-Saharan Africa,Cluster 5: Sub-Saharan Africa
VUT,1995,6,0,92,Latin America & Caribbean,Cluster 6: Latin America & Caribbean
ZWE,1995,5,4,2,Sub-Saharan Africa,Cluster 5: Sub-Saharan Africa
MRT,1995,4,5,39,Sub-Saharan Africa,Cluster 4: Sub-Saharan Africa
NER,1995,4,5,93,Sub-Saharan Africa,Cluster 4: Sub-Saharan Africa
MLI,1995,4,5,14,Sub-Saharan Africa,Cluster 4: Sub-Saharan Africa
GNB,1995,4,5,94,Sub-Saharan Africa,Cluster 4: Sub-Saharan Africa
SMR,1995,1,3,95,Latin America & Eastern Asia,Cluster 1: Latin America & Eastern Asia
LIE,1995,7,3,96,Pan-Europe,Cluster 7: Pan-Europe
CHI,1995,1,2,97,Latin America & Eastern Asia,Cluster 1: Latin America & Eastern Asia
VAT,1995,6,0,98,Latin America & Caribbean,Cluster 6: Latin America & Caribbean
GNQ,1995,4,5,99,Sub-Saharan Africa,Cluster 4: Sub-Saharan Africa
COM,1995,6,0,100,Latin America & Caribbean,Cluster 6: Latin America & Caribbean
TLS,1995,3,1,101,Western Asia & Polynesia,Cluster 3: Western Asia & Polynesia
GRL,1995,7,3,102,Pan-Europe,Cluster 7: Pan-Europe
FRO,1995,7,3,103,Pan-Europe,Cluster 7: Pan-Europe
SHN,1995,6,0,104,Latin America & Caribbean,Cluster 6: Latin America & Caribbean
SPM,1995,6,0,105,Latin America & Caribbean,Cluster 6: Latin America & Caribbean
WLF,1995,6,0,106,Latin America & Caribbean,Cluster 6: Latin America & Caribbean
ESH,1995,6,0,2,Latin America & Caribbean,Cluster 6: Latin America & Caribbean
FSM,1995,3,1,107,Western Asia & Polynesia,Cluster 3: Western Asia & Polynesia
MHL,1995,3,1,108,Western Asia & Polynesia,Cluster 3: Western Asia & Polynesia
MNP,1995,1,1,109,Latin America & Eastern Asia,Cluster 1: Latin America & Eastern Asia
PLW,1995,3,1,110,Western Asia & Polynesia,Cluster 3: Western Asia & Polynesia
MYT,1995,6,0,111,Latin America & Caribbean,Cluster 6: Latin America & Caribbean
BES,2000,5,5,0,Sub-Saharan Africa & Latin America,Cluster 5: Sub-Saharan Africa & Latin America
ABW,2000,5,5,1,Sub-Saharan Africa & Latin America,Cluster 5: Sub-Saharan Africa & Latin America
CHN,2000,7,0,2,Polynesia & Micronesia,Cluster 7: Polynesia & Micronesia
COL,2000,0,4,3,Latin America & Caribbean,Cluster 0: Latin America & Caribbean
CUW,2000,5,5,4,Sub-Saharan Africa & Latin America,Cluster 5: Sub-Saharan Africa & Latin America
DMA,2000,0,5,5,Latin America & Caribbean,Cluster 0: Latin America & Caribbean
DOM,2000,5,5,6,Sub-Saharan Africa & Latin America,Cluster 5: Sub-Saharan Africa & Latin America
GRD,2000,0,5,7,Latin America & Caribbean,Cluster 0: Latin America & Caribbean
GUY,2000,5,5,8,Sub-Saharan Africa & Latin America,Cluster 5: Sub-Saharan Africa & Latin America
HTI,2000,5,5,6,Sub-Saharan Africa & Latin America,Cluster 5: Sub-Saharan Africa & Latin America
IND,2000,1,8,2,South Asia,Cluster 1: South Asia
JAM,2000,7,0,9,Polynesia & Micronesia,Cluster 7: Polynesia & Micronesia
NIC,2000,0,4,10,Latin America & Caribbean,Cluster 0: Latin America & Caribbean
NLD,2000,7,0,2,Polynesia & Micronesia,Cluster 7: Polynesia & Micronesia
PER,2000,5,1,11,Sub-Saharan Africa & Latin America,Cluster 5: Sub-Saharan Africa & Latin America
PHL,2000,7,0,2,Polynesia & Micronesia,Cluster 7: Polynesia & Micronesia
PRT,2000,4,3,2,Sub-Saharan Africa,Cluster 4: Sub-Saharan Africa
SUR,2000,7,0,2,Polynesia & Micronesia,Cluster 7: Polynesia & Micronesia
SXM,2000,5,5,12,Sub-Saharan Africa & Latin America,Cluster 5: Sub-Saharan Africa & Latin America
TUR,2000,8,2,2,Pan-Europe,Cluster 8: Pan-Europe
USA,2000,0,4,2,Latin America & Caribbean,Cluster 0: Latin America & Caribbean
VCT,2000,0,5,13,Latin America & Caribbean,Cluster 0: Latin America & Caribbean
VEN,2000,0,4,2,Latin America & Caribbean,Cluster 0: Latin America & Caribbean
PAK,2000,1,8,2,South Asia,Cluster 1: South Asia
AFG,2000,1,8,2,South Asia,Cluster 1: South Asia
TJK,2000,2,6,2,Central Asia & Western Asia,Cluster 2: Central Asia & Western Asia
UZB,2000,2,6,2,Central Asia & Western Asia,Cluster 2: Central Asia & Western Asia
CIV,2000,3,7,2,Sub-Saharan Africa,Cluster 3: Sub-Saharan Africa
AGO,2000,4,3,2,Sub-Saharan Africa,Cluster 4: Sub-Saharan Africa
COD,2000,4,3,14,Sub-Saharan Africa,Cluster 4: Sub-Saharan Africa
COG,2000,4,3,15,Sub-Saharan Africa,Cluster 4: Sub-Saharan Africa
CPV,2000,4,3,16,Sub-Saharan Africa,Cluster 4: Sub-Saharan Africa
GIN,2000,3,7,2,Sub-Saharan Africa,Cluster 3: Sub-Saharan Africa
MOZ,2000,4,3,2,Sub-Saharan Africa,Cluster 4: Sub-Saharan Africa
NAM,2000,4,3,17,Sub-Saharan Africa,Cluster 4: Sub-Saharan Africa
RWA,2000,4,3,14,Sub-Saharan Africa,Cluster 4: Sub-Saharan Africa
STP,2000,4,3,18,Sub-Saharan Africa,Cluster 4: Sub-Saharan Africa
TCD,2000,5,1,19,Sub-Saharan Africa & Latin America,Cluster 5: Sub-Saharan Africa & Latin America
ZAF,2000,4,3,2,Sub-Saharan Africa,Cluster 4: Sub-Saharan Africa
ZMB,2000,4,3,20,Sub-Saharan Africa,Cluster 4: Sub-Saharan Africa
CAN,2000,7,0,2,Polynesia & Micronesia,Cluster 7: Polynesia & Micronesia
AIA,2000,5,5,21,Sub-Saharan Africa & Latin America,Cluster 5: Sub-Saharan Africa & Latin America
GBR,2000,7,0,2,Polynesia & Micronesia,Cluster 7: Polynesia & Micronesia
KNA,2000,5,5,22,Sub-Saharan Africa & Latin America,Cluster 5: Sub-Saharan Africa & Latin America
MSR,2000,0,5,23,Latin America & Caribbean,Cluster 0: Latin America & Caribbean
VIR,2000,0,5,24,Latin America & Caribbean,Cluster 0: Latin America & Caribbean
ALB,2000,8,2,25,Pan-Europe,Cluster 8: Pan-Europe
GRC,2000,8,2,2,Pan-Europe,Cluster 8: Pan-Europe
ITA,2000,8,2,2,Pan-Europe,Cluster 8: Pan-Europe
MKD,2000,8,2,2,Pan-Europe,Cluster 8: Pan-Europe
ARG,2000,5,1,2,Sub-Saharan Africa & Latin America,Cluster 5: Sub-Saharan Africa & Latin America
AND,2000,5,1,26,Sub-Saharan Africa & Latin America,Cluster 5: Sub-Saharan Africa & Latin America
AUS,2000,7,0,2,Polynesia & Micronesia,Cluster 7: Polynesia & Micronesia
BEL,2000,5,1,2,Sub-Saharan Africa & Latin America,Cluster 5: Sub-Saharan Africa & Latin America
CHE,2000,8,2,2,Pan-Europe,Cluster 8: Pan-Europe
CHL,2000,5,1,2,Sub-Saharan Africa & Latin America,Cluster 5: Sub-Saharan Africa & Latin America
DEU,2000,8,2,2,Pan-Europe,Cluster 8: Pan-Europe
DNK,2000,8,2,27,Pan-Europe,Cluster 8: Pan-Europe
ESP,2000,5,1,2,Sub-Saharan Africa & Latin America,Cluster 5: Sub-Saharan Africa & Latin America
FRA,2000,5,1,2,Sub-Saharan Africa & Latin America,Cluster 5: Sub-Saharan Africa & Latin America
MAR,2000,5,1,2,Sub-Saharan Africa & Latin America,Cluster 5: Sub-Saharan Africa & Latin America
SWE,2000,8,2,28,Pan-Europe,Cluster 8: Pan-Europe
URY,2000,5,1,2,Sub-Saharan Africa & Latin America,Cluster 5: Sub-Saharan Africa & Latin America
ARE,2000,7,0,2,Polynesia & Micronesia,Cluster 7: Polynesia & Micronesia
BGD,2000,1,8,2,South Asia,Cluster 1: South Asia
BHR,2000,1,8,29,South Asia,Cluster 1: South Asia
EGY,2000,7,0,2,Polynesia & Micronesia,Cluster 7: Polynesia & Micronesia
ERI,2000,8,2,30,Pan-Europe,Cluster 8: Pan-Europe
ETH,2000,4,3,14,Sub-Saharan Africa,Cluster 4: Sub-Saharan Africa
IDN,2000,7,0,2,Polynesia & Micronesia,Cluster 7: Polynesia & Micronesia
JOR,2000,6,9,2,Western Asia,Cluster 6: Western Asia
KWT,2000,7,0,2,Polynesia & Micronesia,Cluster 7: Polynesia & Micronesia
LBN,2000,6,9,2,Western Asia,Cluster 6: Western Asia
LKA,2000,1,8,2,South Asia,Cluster 1: South Asia
NGA,2000,3,7,2,Sub-Saharan Africa,Cluster 3: Sub-Saharan Africa
NPL,2000,1,8,2,South Asia,Cluster 1: South Asia
PSE,2000,6,9,2,Western Asia,Cluster 6: Western Asia
QAT,2000,7,0,2,Polynesia & Micronesia,Cluster 7: Polynesia & Micronesia
SAU,2000,7,0,2,Polynesia & Micronesia,Cluster 7: Polynesia & Micronesia
SDN,2000,7,0,2,Polynesia & Micronesia,Cluster 7: Polynesia & Micronesia
SOM,2000,4,3,14,Sub-Saharan Africa,Cluster 4: Sub-Saharan Africa
SSD,2000,4,3,14,Sub-Saharan Africa,Cluster 4: Sub-Saharan Africa
SYR,2000,7,0,2,Polynesia & Micronesia,Cluster 7: Polynesia & Micronesia
THA,2000,0,0,2,Latin America & Caribbean,Cluster 0: Latin America & Caribbean
TUN,2000,5,1,2,Sub-Saharan Africa & Latin America,Cluster 5: Sub-Saharan Africa & Latin America
YEM,2000,7,0,2,Polynesia & Micronesia,Cluster 7: Polynesia & Micronesia
ARM,2000,2,6,2,Central Asia & Western Asia,Cluster 2: Central Asia & Western Asia
AUT,2000,8,2,2,Pan-Europe,Cluster 8: Pan-Europe
BGR,2000,8,2,2,Pan-Europe,Cluster 8: Pan-Europe
BOL,2000,5,1,2,Sub-Saharan Africa & Latin America,Cluster 5: Sub-Saharan Africa & Latin America
BRA,2000,0,4,2,Latin America & Caribbean,Cluster 0: Latin America & Caribbean
CRI,2000,0,4,31,Latin America & Caribbean,Cluster 0: Latin America & Caribbean
CUB,2000,0,4,2,Latin America & Caribbean,Cluster 0: Latin America & Caribbean
CYP,2000,8,0,32,Pan-Europe,Cluster 8: Pan-Europe
CZE,2000,8,2,2,Pan-Europe,Cluster 8: Pan-Europe
DZA,2000,5,1,2,Sub-Saharan Africa & Latin America,Cluster 5: Sub-Saharan Africa & Latin America
ECU,2000,0,4,2,Latin America & Caribbean,Cluster 0: Latin America & Caribbean
EST,2000,2,6,2,Central Asia & Western Asia,Cluster 2: Central Asia & Western Asia
GTM,2000,0,4,2,Latin America & Caribbean,Cluster 0: Latin America & Caribbean
HND,2000,0,4,2,Latin America & Caribbean,Cluster 0: Latin America & Caribbean
HRV,2000,8,2,2,Pan-Europe,Cluster 8: Pan-Europe
HUN,2000,8,2,2,Pan-Europe,Cluster 8: Pan-Europe
IRL,2000,7,0,2,Polynesia & Micronesia,Cluster 7: Polynesia & Micronesia
IRN,2000,1,8,2,South Asia,Cluster 1: South Asia
ISR,2000,2,6,2,Central Asia & Western Asia,Cluster 2: Central Asia & Western Asia
JPN,2000,0,4,2,Latin America & Caribbean,Cluster 0: Latin America & Caribbean
KOR,2000,0,4,2,Latin America & Caribbean,Cluster 0: Latin America & Caribbean
LAO,2000,0,4,2,Latin America & Caribbean,Cluster 0: Latin America & Caribbean
LTU,2000,2,6,2,Central Asia & Western Asia,Cluster 2: Central Asia & Western Asia
MEX,2000,0,4,2,Latin America & Caribbean,Cluster 0: Latin America & Caribbean
MNE,2000,8,2,33,Pan-Europe,Cluster 8: Pan-Europe
NOR,2000,8,2,34,Pan-Europe,Cluster 8: Pan-Europe
NZL,2000,7,0,2,Polynesia & Micronesia,Cluster 7: Polynesia & Micronesia
PAN,2000,0,4,2,Latin America & Caribbean,Cluster 0: Latin America & Caribbean
POL,2000,8,2,2,Pan-Europe,Cluster 8: Pan-Europe
PRI,2000,0,4,2,Latin America & Caribbean,Cluster 0: Latin America & Caribbean
PRK,2000,0,4,35,Latin America & Caribbean,Cluster 0: Latin America & Caribbean
PRY,2000,5,1,2,Sub-Saharan Africa & Latin America,Cluster 5: Sub-Saharan Africa & Latin America
ROU,2000,8,2,2,Pan-Europe,Cluster 8: Pan-Europe
RUS,2000,2,6,2,Central Asia & Western Asia,Cluster 2: Central Asia & Western Asia
SEN,2000,5,1,2,Sub-Saharan Africa & Latin America,Cluster 5: Sub-Saharan Africa & Latin America
SLV,2000,0,4,2,Latin America & Caribbean,Cluster 0: Latin America & Caribbean
SRB,2000,8,2,2,Pan-Europe,Cluster 8: Pan-Europe
SVK,2000,8,2,2,Pan-Europe,Cluster 8: Pan-Europe
SVN,2000,8,2,2,Pan-Europe,Cluster 8: Pan-Europe
TWN,2000,0,0,2,Latin America & Caribbean,Cluster 0: Latin America & Caribbean
UKR,2000,2,6,2,Central Asia & Western Asia,Cluster 2: Central Asia & Western Asia
AZE,2000,2,6,2,Central Asia & Western Asia,Cluster 2: Central Asia & Western Asia
GEO,2000,2,6,2,Central Asia & Western Asia,Cluster 2: Central Asia & Western Asia
KAZ,2000,2,6,2,Central Asia & Western Asia,Cluster 2: Central Asia & Western Asia
TKM,2000,2,6,2,Central Asia & Western Asia,Cluster 2: Central Asia & Western Asia
ASM,2000,7,0,36,Polynesia & Micronesia,Cluster 7: Polynesia & Micronesia
FJI,2000,7,0,37,Polynesia & Micronesia,Cluster 7: Polynesia & Micronesia
TKL,2000,7,0,38,Polynesia & Micronesia,Cluster 7: Polynesia & Micronesia
TON,2000,7,0,39,Polynesia & Micronesia,Cluster 7: Polynesia & Micronesia
VNM,2000,0,4,2,Latin America & Caribbean,Cluster 0: Latin America & Caribbean
WSM,2000,7,0,40,Polynesia & Micronesia,Cluster 7: Polynesia & Micronesia
ATG,2000,0,5,41,Latin America & Caribbean,Cluster 0: Latin America & Caribbean
BHS,2000,5,5,42,Sub-Saharan Africa & Latin America,Cluster 5: Sub-Saharan Africa & Latin America
BLZ,2000,0,4,43,Latin America & Caribbean,Cluster 0: Latin America & Caribbean
BMU,2000,7,0,44,Polynesia & Micronesia,Cluster 7: Polynesia & Micronesia
BRB,2000,7,0,45,Polynesia & Micronesia,Cluster 7: Polynesia & Micronesia
GHA,2000,3,7,2,Sub-Saharan Africa,Cluster 3: Sub-Saharan Africa
GLP,2000,5,1,46,Sub-Saharan Africa & Latin America,Cluster 5: Sub-Saharan Africa & Latin America
GUF,2000,5,1,47,Sub-Saharan Africa & Latin America,Cluster 5: Sub-Saharan Africa & Latin America
LCA,2000,7,0,48,Polynesia & Micronesia,Cluster 7: Polynesia & Micronesia
MTQ,2000,5,1,49,Sub-Saharan Africa & Latin America,Cluster 5: Sub-Saharan Africa & Latin America
TCA,2000,5,5,50,Sub-Saharan Africa & Latin America,Cluster 5: Sub-Saharan Africa & Latin America
TTO,2000,0,4,2,Latin America & Caribbean,Cluster 0: Latin America & Caribbean
VGB,2000,0,5,51,Latin America & Caribbean,Cluster 0: Latin America & Caribbean
BDI,2000,4,3,52,Sub-Saharan Africa,Cluster 4: Sub-Saharan Africa
BEN,2000,3,7,2,Sub-Saharan Africa,Cluster 3: Sub-Saharan Africa
BFA,2000,3,7,2,Sub-Saharan Africa,Cluster 3: Sub-Saharan Africa
BIH,2000,8,2,2,Pan-Europe,Cluster 8: Pan-Europe
BLR,2000,2,6,2,Central Asia & Western Asia,Cluster 2: Central Asia & Western Asia
BRN,2000,7,0,53,Polynesia & Micronesia,Cluster 7: Polynesia & Micronesia
BTN,2000,1,8,2,South Asia,Cluster 1: South Asia
BWA,2000,4,3,54,Sub-Saharan Africa,Cluster 4: Sub-Saharan Africa
CAF,2000,4,3,55,Sub-Saharan Africa,Cluster 4: Sub-Saharan Africa
CMR,2000,5,1,56,Sub-Saharan Africa & Latin America,Cluster 5: Sub-Saharan Africa & Latin America
COK,2000,7,0,57,Polynesia & Micronesia,Cluster 7: Polynesia & Micronesia
CYM,2000,7,0,58,Polynesia & Micronesia,Cluster 7: Polynesia & Micronesia
DJI,2000,4,3,14,Sub-Saharan Africa,Cluster 4: Sub-Saharan Africa
FIN,2000,8,2,28,Pan-Europe,Cluster 8: Pan-Europe
FLK,2000,7,0,59,Polynesia & Micronesia,Cluster 7: Polynesia & Micronesia
GAB,2000,3,7,60,Sub-Saharan Africa,Cluster 3: Sub-Saharan Africa
GIB,2000,5,1,61,Sub-Saharan Africa & Latin America,Cluster 5: Sub-Saharan Africa & Latin America
GMB,2000,5,1,62,Sub-Saharan Africa & Latin America,Cluster 5: Sub-Saharan Africa & Latin America
GUM,2000,7,0,63,Polynesia & Micronesia,Cluster 7: Polynesia & Micronesia
HKG,2000,7,0,2,Polynesia & Micronesia,Cluster 7: Polynesia & Micronesia
IMN,2000,7,0,64,Polynesia & Micronesia,Cluster 7: Polynesia & Micronesia
IRQ,2000,1,9,2,South Asia,Cluster 1: South Asia
ISL,2000,8,2,65,Pan-Europe,Cluster 8: Pan-Europe
KEN,2000,4,3,14,Sub-Saharan Africa,Cluster 4: Sub-Saharan Africa
KGZ,2000,2,6,2,Central Asia & Western Asia,Cluster 2: Central Asia & Western Asia
KHM,2000,0,4,2,Latin America & Caribbean,Cluster 0: Latin America & Caribbean
KIR,2000,7,0,66,Polynesia & Micronesia,Cluster 7: Polynesia & Micronesia
LBR,2000,3,7,2,Sub-Saharan Africa,Cluster 3: Sub-Saharan Africa
LBY,2000,6,9,2,Western Asia,Cluster 6: Western Asia
LSO,2000,4,3,2,Sub-Saharan Africa,Cluster 4: Sub-Saharan Africa
LUX,2000,5,1,67,Sub-Saharan Africa & Latin America,Cluster 5: Sub-Saharan Africa & Latin America
LVA,2000,2,6,2,Central Asia & Western Asia,Cluster 2: Central Asia & Western Asia
MAC,2000,7,0,68,Polynesia & Micronesia,Cluster 7: Polynesia & Micronesia
MCO,2000,5,1,69,Sub-Saharan Africa & Latin America,Cluster 5: Sub-Saharan Africa & Latin America
MDA,2000,2,6,2,Central Asia & Western Asia,Cluster 2: Central Asia & Western Asia
MDG,2000,5,1,2,Sub-Saharan Africa & Latin America,Cluster 5: Sub-Saharan Africa & Latin America
MDV,2000,1,8,70,South Asia,Cluster 1: South Asia
MLI,2000,3,7,2,Sub-Saharan Africa,Cluster 3: Sub-Saharan Africa
MLT,2000,7,0,71,Polynesia & Micronesia,Cluster 7: Polynesia & Micronesia
MMR,2000,1,8,2,South Asia,Cluster 1: South Asia
MNG,2000,2,6,72,Central Asia & Western Asia,Cluster 2: Central Asia & Western Asia
MUS,2000,5,1,73,Sub-Saharan Africa & Latin America,Cluster 5: Sub-Saharan Africa & Latin America
MWI,2000,4,3,74,Sub-Saharan Africa,Cluster 4: Sub-Saharan Africa
MYS,2000,7,0,2,Polynesia & Micronesia,Cluster 7: Polynesia & Micronesia
NCL,2000,5,1,75,Sub-Saharan Africa & Latin America,Cluster 5: Sub-Saharan Africa & Latin America
NIU,2000,7,0,76,Polynesia & Micronesia,Cluster 7: Polynesia & Micronesia
NRU,2000,7,0,77,Polynesia & Micronesia,Cluster 7: Polynesia & Micronesia
OMN,2000,1,8,2,South Asia,Cluster 1: South Asia
PNG,2000,7,0,78,Polynesia & Micronesia,Cluster 7: Polynesia & Micronesia
PYF,2000,5,1,79,Sub-Saharan Africa & Latin America,Cluster 5: Sub-Saharan Africa & Latin America
REU,2000,5,1,80,Sub-Saharan Africa & Latin America,Cluster 5: Sub-Saharan Africa & Latin America
SGP,2000,7,0,81,Polynesia & Micronesia,Cluster 7: Polynesia & Micronesia
SLB,2000,7,0,82,Polynesia & Micronesia,Cluster 7: Polynesia & Micronesia
SLE,2000,3,7,2,Sub-Saharan Africa,Cluster 3: Sub-Saharan Africa
SWZ,2000,4,3,83,Sub-Saharan Africa,Cluster 4: Sub-Saharan Africa
SYC,2000,4,3,84,Sub-Saharan Africa,Cluster 4: Sub-Saharan Africa
TGO,2000,3,7,2,Sub-Saharan Africa,Cluster 3: Sub-Saharan Africa
TLS,2000,7,0,2,Polynesia & Micronesia,Cluster 7: Polynesia & Micronesia
TUV,2000,7,0,85,Polynesia & Micronesia,Cluster 7: Polynesia & Micronesia
TZA,2000,4,3,14,Sub-Saharan Africa,Cluster 4: Sub-Saharan Africa
