iso3,year,gdp_per_capita,population,unemployment,conflict_intensity,education_index,climate_vulnerability
HRV,2015,12283.7840620053,4151725.0,16.15,0.0,11.65574329,0.377882432091323
HRV,2020,14807.5608543265,3914206.0,7.389,0.0,12.32871821,0.374130817488851
HRV,2025,,,5.002,0.0,,
HTI,1990,451.720249689216,6854441.0,,0.0,2.680190065,
HTI,1995,372.006104665125,7562546.0,7.51,0.0,3.188330189,0.528663058879269
HTI,2000,820.600046761464,8303151.0,8.443,0.0,3.73632444,0.526409210391222
HTI,2005,775.845704056916,9061273.0,14.559,0.0,4.274355159,0.525837583303478
HTI,2010,1209.72733503094,9803294.0,15.244,0.0,4.722714092,0.518890791279462
HTI,2015,1411.12684746796,10523242.0,13.785,0.0,5.230854216,0.515661068123873
HTI,2020,1290.32538667383,11243848.0,15.573,0.0,5.609468426,0.510701832457002
HTI,2025,,,14.944,0.0,,
HUN,1990,3323.53967237633,10373988.0,,0.0,9.479980469,
HUN,1995,4509.41740910077,10328965.0,10.168,0.0,9.825443788,0.369410471072676
HUN,2000,4629.91760812548,10210971.0,6.563,0.0,10.17090711,0.369705138693276
HUN,2005,11212.2046968994,10087065.0,7.189,0.0,10.83236027,0.36842501303264
HUN,2010,13189.8433874768,10000023.0,11.172,0.0,11.88173008,0.362719171450801
HUN,2015,12782.9412577973,9797755.0,6.813,0.0,11.84778976,0.351230826683014
HUN,2020,16386.9308821258,9670419.0,4.248,0.0,12.24958992,0.353562651392138
HUN,2025,,,4.521,0.0,,
IBD,1990,1055.09810400631,3455533853.0,,0.0,,
IBD,1995,1337.83541223494,3728290191.0,5.93858823293217,0.0,,
IBD,2000,1477.69257780304,3983328255.0,6.5378671665525,0.0,,
IBD,2005,2300.5592081511,4214082145.0,6.7433312220245,0.0,,
IBD,2010,4561.25191754242,4436714947.0,6.38041154792517,0.0,,
IBD,2015,5546.04775275527,4676773551.0,6.30417535482962,0.0,,
IBD,2020,6191.51088391849,4878296727.0,6.95128407575739,0.0,,
IBD,2025,,,4.97734579110731,0.0,,
IBT,1990,929.094250911922,4330689753.0,,0.0,,
IBT,1995,1156.75815715113,4727566480.0,5.63084309726097,0.0,,
IBT,2000,1251.80798458527,5116723507.0,6.13803612006999,0.0,,
IBT,2005,1919.70312051472,5492481030.0,6.23533050464378,0.0,,
IBT,2010,3715.56679095123,5876645582.0,5.89329023432406,0.0,,
IBT,2015,4474.43525326247,6280961830.0,5.89251378910782,0.0,,
IBT,2020,4923.57218418891,6666470352.0,6.61362546144519,0.0,,
IBT,2025,,,4.84304079329494,0.0,,
IDA,1990,432.610564539922,875155900.0,,0.0,,
IDA,1995,482.313584865841,999276289.0,4.23074966396405,0.0,,
IDA,2000,458.298938832863,1133395252.0,4.41870677984127,0.0,,
IDA,2005,664.73305755977,1278398885.0,4.15643714559074,0.0,,
IDA,2010,1109.84138279455,1439930635.0,4.04765745305091,0.0,,
IDA,2015,1350.30758062231,1604188279.0,4.42584800452486,0.0,,
IDA,2020,1464.52261402905,1788173625.0,5.51885638627426,0.0,,
IDA,2025,,,4.42787371896187,0.0,,
IDB,1990,529.418516423727,300366368.0,,0.0,,
IDB,1995,774.076600795021,345327214.0,3.69403538353833,0.0,,
IDB,2000,619.821306002405,394129957.0,3.82333592364451,0.0,,
IDB,2005,957.94448356121,447132945.0,3.2286448044491,0.0,,
IDB,2010,1535.29922315138,508422508.0,3.14320402026914,0.0,,
IDB,2015,1947.85246838642,567234056.0,4.00215322009935,0.0,,
IDB,2020,2008.89632662853,626440308.0,5.79415278844651,0.0,,
IDB,2025,,,4.42715825954522,0.0,,
IDN,1990,578.420121135382,183501098.0,,1.0,3.219540119,
IDN,1995,1011.22614205568,199888057.0,4.611,0.0,4.586630762,0.49215156596441
IDN,2000,763.711124950924,216077790.0,6.077,1.0,5.953721404,0.481927436978279
IDN,2005,1238.21447629488,230871650.0,7.945,1.0,7.320812047,0.479714819986965
IDN,2010,3065.68348377765,246305322.0,5.614,0.0,7.41217494,0.473221196441619
IDN,2015,3288.22269725538,261799249.0,4.514,0.0,7.914480209,0.467663143358327
IDN,2020,3853.70288774146,274814866.0,4.255,1.0,8.556509972,0.433889961873767
IDN,2025,,,3.237,0.0,,
IDX,1990,384.071674996326,574789532.0,,0.0,,
IDX,1995,326.305726823977,653949075.0,4.50759315235961,0.0,,
IDX,2000,372.859415968736,739265295.0,4.73257287195726,0.0,,
IDX,2005,507.001767833477,831265940.0,4.65145396689018,0.0,,
IDX,2010,877.624039786351,931508127.0,4.54192222128241,0.0,,
IDX,2015,1023.43894668408,1036954223.0,4.66372876139455,0.0,,
IDX,2020,1170.98051516892,1161733317.0,5.36669055791166,0.0,,
IDX,2025,,,4.42829541893749,0.0,,
IMN,1990,11049.8949396235,68916.0,,0.0,,
IMN,1995,12896.5252829716,71513.0,,0.0,,
IMN,2000,21161.3963073772,75659.0,,0.0,,
IMN,2005,38135.8597885858,79516.0,,0.0,,
IMN,2010,70587.3140283741,83873.0,,0.0,,
IMN,2015,84753.5187422732,83593.0,,0.0,,
IMN,2020,79513.5330346598,84064.0,,0.0,,
IND,1990,371.085936203765,864972221.0,,2.0,2.78157628,
IND,1995,375.17600537305,960301044.0,7.57,1.0,3.298423224,0.548878348836063
IND,2000,442.750218937263,1057922733.0,7.589,2.0,4.144172769,0.544048470561385
IND,2005,710.488080408949,1154676322.0,7.551,2.0,4.529458673,0.531487592740426
IND,2010,1347.51939071367,1243481564.0,7.631,1.0,5.065100051,0.522110320005941
IND,2015,1583.99815907985,1328024498.0,7.629,1.0,5.690693951,0.518057575773201
IND,2020,1907.04251637669,1402617695.0,7.859,1.0,6.494880199,0.48869332276509
IND,2025,,,4.219,0.0,,
IRL,1990,14031.3025675469,3513974.0,,0.0,6.995905683,
IRL,1995,19158.4564773907,3608841.0,11.97,0.0,8.269667387,0.337167365869832
IRL,2000,26334.5672050501,3805174.0,4.318,0.0,9.552201688,0.335424599763907
IRL,2005,50933.0216095589,4159914.0,4.237,0.0,10.83473599,0.330640159766523
IRL,2010,48623.9666422487,4560155.0,14.534,0.0,11.56933022,0.320175150067269
IRL,2015,64250.1385181257,4701957.0,9.908,0.0,11.28944651,0.317270170163786
IRL,2020,86514.0706108754,5039747.0,5.623,0.0,11.6569568,0.310103621124889
IRL,2025,,,4.632,0.0,,
IRN,1990,2137.94222739877,58380092.0,,1.0,5.738566289,
IRN,1995,1550.0095955025,62205567.0,9.904,0.0,7.152810114,0.397906984743312
IRN,2000,1650.01385833785,66418659.0,11.698,1.0,8.458265952,0.392284957717561
IRN,2005,3132.0508192007,71828455.0,11.813,1.0,9.559744316,0.370460259024065
IRN,2010,6291.19443655454,77420842.0,13.679,1.0,9.711139679,0.368678956742411
IRN,2015,4952.73355532178,82619362.0,11.166,0.0,10.21497011,0.371672637609258
IRN,2020,3202.50003502169,87723443.0,9.687,1.0,10.74618321,0.373429564717406
IRN,2025,,,8.301,0.0,,
IRQ,1990,10261.4157706888,17581206.0,,2.0,3.579930663,
IRQ,1995,619.135530927038,20825860.0,8.431,1.0,4.679721274,0.449769023081593
IRQ,2000,1980.18916038782,24424056.0,8.038,0.0,5.656066,0.449509626817547
IRQ,2005,1762.39360423421,28407448.0,8.57,2.0,6.067209333,0.454941283148103
IRQ,2010,4461.75196161555,31045366.0,8.267,1.0,6.459538,0.447646681732774
IRQ,2015,4440.14189252367,37560535.0,10.865,2.0,6.623238443,0.438285422656225
IRQ,2020,4295.18945121228,42116605.0,15.766,1.0,6.811878947,0.436629305452447
IRQ,2025,,,15.485,0.0,,
ISL,1990,26272.2452156659,254826.0,,0.0,10.51085085,
ISL,1995,27564.569102386,267468.0,5.196,0.0,11.09478701,0.348322104812211
ISL,2000,32503.578963236,281205.0,1.936,0.0,11.74084404,0.341193981756126
ISL,2005,57783.7745608117,296734.0,2.547,0.0,12.47387028,0.335441019276619
ISL,2010,43776.4677400475,318041.0,7.564,0.0,12.9215451,0.326859731103178
ISL,2015,53505.6964079339,330815.0,3.979,0.0,13.36921992,0.326520719641847
ISL,2020,60127.9393575616,366463.0,5.478,0.0,13.76716995,0.322874515074335
ISL,2025,,,3.625,0.0,,
ISR,1990,13308.311060238,4660000.0,,1.0,9.903128995,
ISR,1995,19025.6840502517,5545000.0,8.782,1.0,10.23532825,0.328574530769186
ISR,2000,21706.5194056329,6289000.0,11.102,1.0,10.59446257,0.325760943795057
ISR,2005,21286.8388636595,6930100.0,11.342,1.0,11.27696466,0.319587362339404
ISR,2010,31439.0887027614,7623600.0,8.48,1.0,12.4951601,0.31601240336029
ISR,2015,36213.1041481958,8380100.0,5.176,0.0,12.9602499,0.308298154223026
ISR,2020,44575.5719045492,9215100.0,4.169,0.0,13.44279092,0.301807943509641
ISR,2025,,,3.489,0.0,,
ITA,1990,20873.7834092719,56719240.0,,0.0,7.439056506,
ITA,1995,20712.1798690324,56844303.0,11.661,0.0,8.0921424,0.346280179263349
ITA,2000,20190.0035636084,56942108.0,10.834,0.0,8.75543276,0.348661186110748
ITA,2005,32062.723833669,58166682.0,7.73,0.0,9.271820068,0.345366321508079
ITA,2010,35856.8625485539,59819407.0,8.363,0.0,9.82297039,0.347474459298935
ITA,2015,30639.8829751432,60229605.0,11.896,0.0,10.3059597,0.345616055244561
ITA,2020,32091.4866621366,59438851.0,9.192,0.0,10.7401104,0.345982289338979
ITA,2025,,,6.391,0.0,,
JAM,1990,1929.59891905857,2379877.0,,0.0,6.683423858,
JAM,1995,2630.84935382822,2500151.0,6.325,0.0,7.100741959,0.449463686861395
JAM,2000,3453.09252800226,2607826.0,6.752,0.0,7.519082046,0.443493710736795
JAM,2005,4184.43974867497,2687066.0,6.577,0.0,7.937422132,0.440948325843114
JAM,2010,4809.977380312,2748568.0,7.63,0.0,8.355762219,0.441736235148068
JAM,2015,5339.30718256806,2802534.0,8.825,0.0,8.789758241,0.430955752193971
JAM,2020,5299.04530804283,2830739.0,6.501,0.0,9.248188719,0.427775665388445
JAM,2025,,,3.286,0.0,,
JOR,1990,1148.59005469899,3621908.0,,0.0,5.005190277,
JOR,1995,1415.71151592128,4752096.0,14.6,0.0,6.397109859,0.415892882194316
JOR,2000,1570.61002940477,5386945.0,13.7,0.0,7.360013131,0.410571276660786
JOR,2005,2087.87079273635,6029587.0,14.8,0.0,8.489721775,0.406724056782132
JOR,2010,3718.46571622945,7297043.0,12.5,0.0,9.605540276,0.39984409503661
JOR,2015,4042.75678097555,9544729.0,13.075,0.0,10.37561117,0.392262859652343
JOR,2020,4022.0401356135,10865228.0,19.213,0.0,10.44668007,0.366987768240225
JOR,2025,,,16.535,0.0,,
JPN,1990,25801.3950393094,123478000.0,,0.0,11.6402998,
JPN,1995,44197.6191013908,125472000.0,3.15,0.0,11.86269975,0.369462202451391
JPN,2000,39169.3595701504,126843000.0,4.748,0.0,12.0850997,0.367986944634191
JPN,2005,37812.8950199948,127773000.0,4.446,0.0,12.30749965,0.367570601102053
JPN,2010,44968.1562349739,128070000.0,5.102,0.0,12.5298996,0.367505643427962
JPN,2015,34960.6393843385,127141000.0,3.385,0.0,12.59956503,0.372984956094936
JPN,2020,40028.7341726762,126261000.0,2.809,0.0,12.66923046,0.370642210417419
JPN,2025,,,2.451,0.0,,
KAZ,1990,1570.00883112591,17154054.0,,0.0,7.497319287,
KAZ,1995,1217.79138769863,16730536.0,10.98,0.0,8.633558981,0.346484802526762
KAZ,2000,1180.0444563226,15501103.0,12.75,0.0,9.782702446,0.332095900544977
KAZ,2005,3577.35804001782,15968117.0,8.13,0.0,11.02071476,0.331052803678764
KAZ,2010,8793.07589980782,16836810.0,5.77,0.0,11.17743635,0.319572382395244
KAZ,2015,10196.1226255982,18084169.0,4.93,0.0,11.99777031,0.315080787979318
KAZ,2020,8781.50797787648,19482117.0,4.89,0.0,12.43337895,0.323113712247513
KAZ,2025,,,4.771,0.0,,
KEN,1990,374.458992895562,22892651.0,,0.0,3.840729596,
KEN,1995,340.064842175429,26601751.0,2.848,0.0,4.687342034,0.533783866218428
KEN,2000,414.626365130846,30642890.0,2.884,0.0,5.430709053,0.530739943193772
KEN,2005,523.456312433863,35796484.0,2.739,0.0,6.0088834,0.519940367455903
KEN,2010,1091.51873101194,41598567.0,2.793,0.0,5.818039894,0.530607826947682
KEN,2015,1489.11959777284,47088526.0,2.762,1.0,7.027273231,0.507103424779244
KEN,2020,1927.66459027849,52217334.0,5.613,1.0,7.686359882,0.501027549974578
KEN,2025,,,5.449,0.0,,
KGZ,1990,605.798144966488,4391236.0,,0.0,9.171267886,
KGZ,1995,364.250365258345,4560454.0,1.539,0.0,9.749829178,0.364596757642604
KGZ,2000,279.621738464365,4898362.0,2.143,0.0,10.34707279,0.358009809877965
KGZ,2005,476.548193640077,5162640.0,2.816,0.0,10.63333817,0.352467697608272
KGZ,2010,876.954476440354,5467059.0,3.503,0.0,10.96170372,0.34961288766959
KGZ,2015,1105.65193844261,6040036.0,4.138,0.0,11.45847003,0.345941674048602
KGZ,2020,1229.51766602907,6726596.0,5.945,0.0,11.96131992,0.314194916564335
KGZ,2025,,,3.526,0.0,,
KHM,1990,190.181470036159,7374752.0,,1.0,2.814247517,
KHM,1995,343.485224671585,10018497.0,0.973,1.0,3.086256571,0.52750935323963
KHM,2000,296.426687526334,12462336.0,0.745,0.0,3.368727511,0.530449416316156
KHM,2005,525.797325120926,13439202.0,1.061,0.0,3.682584112,0.520857076599179
KHM,2010,952.274616324008,14500726.0,0.771,0.0,3.869265985,0.514246408905555
KHM,2015,1547.32010444393,15623251.0,0.393,0.0,3.674109936,0.499517580481561
KHM,2020,2081.73914242939,16725474.0,0.172,0.0,4.997735023,0.482008048986107
KHM,2025,,,0.263,0.0,,
KIR,1990,488.067527876014,74855.0,,0.0,,
KIR,1995,844.429605862723,81234.0,,0.0,,0.611139432867904
KIR,2000,845.367240231973,88613.0,,0.0,7.541033476,0.60833012327588
KIR,2005,1161.78341739977,98035.0,,0.0,7.944023696,0.593680060936617
KIR,2010,1522.10068744154,108704.0,,0.0,8.368549574,0.603662204318522
KIR,2015,1639.85274740652,116815.0,,0.0,8.812944018,0.575806953663838
KIR,2020,1751.78249168214,126099.0,,0.0,9.128581569,0.581202639047021
KNA,1990,5373.44824048425,40432.0,,0.0,,
KNA,1995,7406.44486096454,42326.0,,0.0,,
KNA,2000,9319.65545093525,45248.0,,0.0,,
KNA,2005,11783.7867154145,46437.0,,0.0,8.524296424,
KNA,2010,16622.9457908577,46846.0,,0.0,9.625018683,
KNA,2015,20328.8003530109,47087.0,,0.0,10.8494008,
KNA,2020,18859.0190361046,46870.0,,0.0,10.8494008,
KOR,1990,6812.9019416767,42869283.0,,0.0,9.27328968,
KOR,1995,13001.7205867019,45092991.0,2.063,0.0,9.997329712,0.380748897537267
KOR,2000,12710.2995795579,47008111.0,4.063,0.0,10.62178993,0.372476055944394
KOR,2005,20167.0474902506,48184561.0,3.482,0.0,11.24357033,0.367749436199395
KOR,2010,24071.2620526362,49554112.0,3.324,0.0,11.6382103,0.365382540578891
KOR,2015,30171.7906545222,51014947.0,3.546,0.0,12.11633015,0.362199318028219
KOR,2020,33645.7719545073,51836239.0,3.931,0.0,12.61409234,0.358261559932701
KOR,2025,,,2.683,0.0,,
KWT,1990,10937.5415268808,1684819.0,,0.0,5.641944529,
KWT,1995,16168.165602374,1681513.0,0.694,0.0,5.826254877,0.393134662521706
KWT,2000,19296.3471698729,1954709.0,0.8,0.0,6.215354499,0.390300569819823
KWT,2005,36122.6142741227,2236788.0,1.455,0.0,6.112959862,0.387013084764283
KWT,2010,39212.252220155,2943372.0,1.82,0.0,6.849144936,0.370607065240307
KWT,2015,29882.2126495698,3834574.0,2.2,0.0,7.072740078,0.364457578675469
KWT,2020,25236.0755848941,4400267.0,3.489,0.0,7.441742908,0.36631503152348
KWT,2025,,,2.181,0.0,,
LAC,1990,2437.12236336699,392413347.0,,0.0,,
LAC,1995,3935.86606689693,428268339.0,7.81147543178074,0.0,,
LAC,2000,4290.89542947118,462953688.0,9.19337642576303,0.0,,
LAC,2005,4960.44969790137,494006571.0,8.05335882665772,0.0,,
LAC,2010,8637.63171485475,523147480.0,7.1381647976514,0.0,,
LAC,2015,8308.73911709951,551075145.0,6.67695090020011,0.0,,
LAC,2020,6904.27677369596,578091505.0,10.2091587750212,0.0,,
LAC,2025,,,5.28568569134171,0.0,,
LAO,1990,200.7349054896,4311955.0,,1.0,3.365593212,
LAO,1995,357.758162193406,4929409.0,2.6,0.0,3.888403808,0.540624189710998
LAO,2000,318.749852236965,5431212.0,2.045,0.0,4.247836093,0.532734526670757
LAO,2005,466.061506997741,5869523.0,1.35,0.0,4.607268378,0.519726331169697
LAO,2010,1125.91610151261,6334194.0,0.708,0.0,4.97759255,0.497905554435069
LAO,2015,2121.01339097363,6801645.0,2.006,0.0,5.478619371,0.480034054839762
LAO,2020,2583.77730696131,7346533.0,2.349,0.0,5.94697053,0.473526589103988
LAO,2025,,,1.187,0.0,,
LBN,1990,789.526338484738,3595175.0,,1.0,,
LBN,1995,2958.74263957462,3960735.0,8.421,0.0,,0.444186287964736
LBN,2000,3986.83513941026,4329340.0,8.641,0.0,,0.436622019619555
LBN,2005,4602.19804637945,4671102.0,8.249,0.0,7.967203308,0.433398074715949
LBN,2010,7625.81051551165,5041288.0,6.768,0.0,8.20476168,0.407485813279005
LBN,2015,7714.1099998804,6472469.0,9.312,1.0,8.448536586,0.408331011584624
LBN,2020,5561.19166950397,5702398.0,13.252,0.0,8.602969077,0.400321787922568
LBR,1990,172.867610123278,2223667.0,,0.0,2.648864266,
LBR,1995,62.1438140627579,2169162.0,2.588,0.0,3.158261241,0.542823227848794
LBR,2000,298.485340578945,2928117.0,2.018,1.0,3.525027062,0.542809021986681
LBR,2005,287.487333441381,3301015.0,2.413,0.0,3.851041126,0.566577551763671
LBR,2010,492.252808033724,4058890.0,2.266,0.0,4.16686725,0.571580968816011
LBR,2015,692.590082351257,4659431.0,2.557,0.0,4.615136587,0.565063678025369
LBR,2020,616.787867006715,5149463.0,4.102,0.0,5.318104412,0.542803418868902
LBR,2025,,,2.884,0.0,,
LBY,1990,6502.27886565421,4445239.0,,2.0,3.81,
LBY,1995,5205.25706378741,4906843.0,19.331,2.0,4.69,0.40624351665765
LBY,2000,7214.10040377084,5305021.0,19.275,2.0,5.58,0.40570485124712
LBY,2005,8079.24957329001,5858798.0,18.66,1.0,6.44,0.408274739066975
LBY,2010,11600.9068649472,6497839.0,19.321,2.0,7.31,0.409045741474971
LBY,2015,7458.48917756374,6531819.0,19.69,2.0,7.803179535,0.423752051475676
LBY,2020,6650.33810585348,7045399.0,19.651,1.0,7.77860643,0.416571853811644
LBY,2025,,,18.758,0.0,,
LCA,1990,4204.57161863111,137857.0,,0.0,6.565525952,
LCA,1995,5147.92024022295,148208.0,15.83,0.0,7.01506577,0.380589615893263
LCA,2000,5879.56191426207,158616.0,16.49,0.0,7.465810525,0.365136601276209
LCA,2005,6863.43641919345,165450.0,18.7,0.0,7.916555279,0.368420079530633
LCA,2010,8673.68720340529,170906.0,17.118,0.0,8.367300034,0.365771498251804
LCA,2015,10334.9860823918,174905.0,20.84,0.0,8.418726603,0.355218490386975
LCA,2020,8411.07474936367,178250.0,25.224,0.0,8.576973425,0.37902367256099
LCA,2025,,,9.452,0.0,,
LCN,1990,2511.4430414948,440958144.0,,0.0,,
LCN,1995,4035.5479526034,481309028.0,7.90486804676992,0.0,,
LCN,2000,4472.58404552831,520272118.0,9.4445224692252,0.0,,
LCN,2005,5229.89898425288,555120780.0,8.23739951394743,0.0,,
LCN,2010,9183.9687871441,587752505.0,7.21826756521545,0.0,,
LCN,2015,8547.2373391789,618868462.0,6.67695891386519,0.0,,
LCN,2020,7168.64740599577,645498186.0,10.214072797585,0.0,,
LCN,2025,,,5.45906708114628,0.0,,
LDC,1990,370.750124436065,519693837.0,,0.0,,
LDC,1995,289.905722080224,593609643.0,4.49940287771995,0.0,,
LDC,2000,333.363886094901,673630102.0,4.69028330186409,0.0,,
LDC,2005,487.199978520551,760741611.0,4.78617235413845,0.0,,
LDC,2010,831.532954611079,855348118.0,4.75657307667184,0.0,,
LDC,2015,982.894810600519,962508256.0,4.82634268692319,0.0,,
LDC,2020,1088.72161311357,1083636132.0,5.5984272213638,0.0,,
LDC,2025,,,4.66480928166506,0.0,,
LIE,1990,49457.5609343203,28742.0,,0.0,10.23800893,
LIE,1995,78909.7043377718,30776.0,,0.0,10.69199222,
LIE,2000,76087.911114202,32645.0,,0.0,11.14676952,
LIE,2005,105295.057027611,34753.0,,0.0,11.60154683,
LIE,2010,141089.812849014,36022.0,,0.0,11.75815288,
LIE,2015,167187.15730982,37494.0,,0.0,12.12160059,
LIE,2020,164671.093553454,38901.0,,0.0,12.351169,
LKA,1990,491.213686238493,16352458.0,,1.0,8.174521818,
LKA,1995,741.838255293455,17564068.0,12.27,0.0,9.076972237,0.481387701840353
LKA,2000,860.199884304769,19293054.0,7.74,0.0,10.12633319,0.473279171509937
LKA,2005,1207.21994764165,20216524.0,7.67,1.0,10.12732724,0.472220850832846
LKA,2010,2808.36244503709,20879089.0,4.784,0.0,10.23958833,0.485946070926864
LKA,2015,4057.7158346231,20970000.0,4.519,0.0,10.46438163,0.486210154954436
LKA,2020,3847.60137695639,21919000.0,5.364,0.0,10.82730007,0.449226418157685
LKA,2025,,,4.005,0.0,,
LMY,1990,805.876785600705,4049620054.0,,0.0,,
LMY,1995,1054.98612211496,4434718175.0,5.38296480095666,0.0,,
LMY,2000,1178.01096453065,4814250279.0,5.84310963310359,0.0,,
LMY,2005,1736.10100020162,5181562375.0,6.10189134627543,0.0,,
LMY,2010,3394.26296887076,5553257507.0,5.82874130267436,0.0,,
LMY,2015,4284.85686298442,5941222744.0,5.9151653043874,0.0,,
LMY,2020,4732.82727829687,6313913801.0,6.6636269031363,0.0,,
LMY,2025,,,4.91298327796184,0.0,,
LSO,1990,329.563785157203,1809696.0,,0.0,4.10912389,
LSO,1995,513.413448796175,1951437.0,15.797,0.0,4.523563424,0.500295791151531
LSO,2000,442.779545779081,2003913.0,16.169,0.0,4.999727995,0.489915934855403
LSO,2005,861.381496414995,1953076.0,16.031,0.0,6.040235761,0.492428602461518
LSO,2010,1119.47557793042,1996251.0,16.068,0.0,5.865997887,0.484480700311462
LSO,2015,1121.19851342518,2104611.0,16.223,0.0,6.690918064,0.474910779438472
LSO,2020,918.582574704447,2235727.0,18.385,0.0,7.545058784,0.472261194811491
LSO,2025,,,16.315,0.0,,
LTE,1990,1068.50986715113,1844718134.0,,0.0,,
LTE,1995,1551.58337876202,1952702058.0,4.47531718027036,0.0,,
LTE,2000,1677.20655312269,2043581322.0,5.29485034456226,0.0,,
LTE,2005,2939.98271894785,2112603351.0,5.63125210477498,0.0,,
LTE,2010,6276.4619904196,2179525352.0,5.25181815855478,0.0,,
LTE,2015,8331.63270803563,2256126712.0,5.11139944235291,0.0,,
LTE,2020,9873.93519864422,2316152451.0,5.93153762506637,0.0,,
LTE,2025,,,4.49842503652739,0.0,,
LTU,1990,,3697838.0,,0.0,9.163519754,
LTU,1995,2182.69156931505,3629102.0,17.54,0.0,10.02988889,0.39564361240369
LTU,2000,3300.63634928559,3499536.0,15.931,0.0,10.95179452,0.390458043094112
LTU,2005,7857.03148786492,3322528.0,8.325,0.0,11.87370014,0.382420394803656
LTU,2010,11829.122609457,3097282.0,17.814,0.0,12.45812035,0.378214843895439
LTU,2015,14269.8039878287,2911109.0,9.12,0.0,12.95541,0.369055123482001
LTU,2020,20428.6478157394,2810369.0,8.487,0.0,13.49810028,0.369678958836297
LTU,2025,,,6.731,0.0,,
LUX,1990,33465.478207919,381850.0,,0.0,8.820647886,
LUX,1995,51032.349635318,408625.0,2.918,0.0,9.68886795,0.315634137794362
LUX,2000,48659.5988753233,436300.0,2.345,0.0,10.56040277,0.314379707311848
LUX,2005,80988.1376230858,465158.0,4.488,0.0,11.44428492,0.308840318140307
LUX,2010,110885.991378721,506953.0,4.423,0.0,12.83508015,0.307441884713422
LUX,2015,105462.012584423,569604.0,6.796,0.0,12.45672989,0.303678209160099
LUX,2020,116860.02817236,630419.0,6.766,0.0,12.9600811,0.30823069807938
LUX,2025,,,6.343,0.0,,
LVA,1990,,2663151.0,,0.0,9.157942743,
LVA,1995,2256.77360387054,2485056.0,19.0,0.0,10.7690623,0.388061325851765
LVA,2000,3278.17896440803,2367550.0,14.211,0.0,11.47165579,0.380994721772019
LVA,2005,7283.78738127622,2238799.0,10.033,0.0,12.2501297,0.37609291378253
LVA,2010,11188.4191700977,2097555.0,19.482,0.0,12.56455994,0.366813811492158
LVA,2015,13321.9753140616,1977527.0,9.873,0.0,12.87024021,0.366959179724403
LVA,2020,17564.2321549354,1900449.0,8.098,0.0,13.33330305,0.365878712144315
LVA,2025,,,6.568,0.0,,
MAC,1990,9692.43538809962,334950.0,,0.0,,
MAC,1995,17215.1178522275,409300.0,3.581,0.0,,
MAC,2000,15731.4081633771,430600.0,6.874,0.0,,
MAC,2005,25681.2167315221,473500.0,4.158,0.0,,
MAC,2010,52596.2250160214,537000.0,2.84,0.0,,
MAC,2015,69902.9605741233,642900.0,1.81,0.0,,
MAC,2020,36883.6652578543,685400.0,2.542,0.0,,
MAC,2025,,,2.347,0.0,,
MAF,1990,,28224.0,,0.0,,
MAF,1995,,29470.0,,0.0,,
MAF,2000,,29996.0,,0.0,,
MAF,2005,,33928.0,,0.0,,
MAF,2010,,36856.0,,0.0,,
MAF,2015,,37369.0,,0.0,,
MAF,2020,,31786.0,,0.0,,
MAR,1990,1229.07104492188,24375551.0,,0.0,2.11,
MAR,1995,1466.78820800781,26399429.0,14.054,0.0,2.66,0.436078511617363
MAR,2000,1499.107421875,28423435.0,13.58,0.0,3.26,0.432142720967652
MAR,2005,2242.98828125,30358144.0,11.01,0.0,3.79,0.420183234493
MAR,2010,3067.9853515625,32467016.0,9.09,0.0,4.24,0.396514936440489
MAR,2015,3146.24780273438,34607588.0,9.46,0.0,5.38,0.387929474482901
MAR,2020,3268.0302734375,36584208.0,11.189,0.0,6.05,0.367890895438637
MAR,2025,,,9.0,0.0,,
MCO,1990,81734.8664968011,30358.0,,0.0,,
MCO,1995,99032.2375054091,31609.0,,0.0,,
MCO,2000,81789.0206522549,32455.0,,0.0,,
MCO,2005,130538.742587117,32210.0,,0.0,,
MCO,2010,161853.920622244,33163.0,,0.0,,
MCO,2015,170437.101188261,36757.0,,0.0,,
MCO,2020,176891.886538492,38050.0,,0.0,,
MDA,1990,1206.50208704977,2977912.0,,0.0,9.123799733,
MDA,1995,593.593177049161,2953200.0,5.3,0.0,9.777916401,0.4445581767613
MDA,2000,440.538683980372,2924668.0,8.539,0.0,10.27414284,0.449993109654637
MDA,2005,1034.39197746993,2888985.0,5.633,0.0,10.79292502,0.419031176180265
MDA,2010,2436.79935102421,2862354.0,2.972,0.0,11.4894104,0.410949955787504
MDA,2015,2749.55137054338,2835978.0,1.781,0.0,11.76515007,0.393627658923589
MDA,2020,4375.7788930524,2635130.0,1.206,0.0,11.8338152,0.393951500176275
MDA,2025,,,1.505,0.0,,
MDG,1990,326.099253221978,12055639.0,,2.0,,
MDG,1995,273.149653945976,14051275.0,6.092,1.0,,0.561688376000934
MDG,2000,280.282905559649,16516338.0,5.8,2.0,3.902890818,0.559695536508706
MDG,2005,305.812074924388,19159707.0,2.62,0.0,4.476048265,0.579120899606813
MDG,2010,450.009391645726,22183340.0,4.28,0.0,4.705737318,0.556561456916853
MDG,2015,445.320069480568,25426702.0,1.785,0.0,4.935426371,0.562992176635886
MDG,2020,450.771615201509,28953556.0,3.292,1.0,4.752760092,0.559782235908273
MDG,2025,,,3.041,0.0,,
MDV,1990,956.763019768672,224762.0,,0.0,4.590225666,
